sample	cnv	accession	n_cnvs	total_size	coverage_percent	span_percent	size_smallest	size_largest	std_regions_size	norm_depth_mean	norm_depth_median	smooth_depth_mean	smooth_depth_median	chrom_depth	chrom_norm_depth	genome_depth	chromosome	length	lineage	chrom_category_aneuploidy	chrom_category_size	strain	source	dataset	vni_subdivision	samples_in_dataset_lineage	samples_in_lineage	samples_in_sublineage	samples_in_lineage_source	total_samples
SRS881171	duplication	chr03	1	2000	0.19	0.19	2000	2000	NA	1.52	1.52	1.62	1.62	48.97	1.07	45.84	chr03	1067780	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr03	3	50280	4.71	100	4000	32280	14340.6	0.08	0	0.05	0	48.97	1.07	45.84	chr03	1067780	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr04	1	1000	0.09	0.09	1000	1000	NA	1.42	1.42	1.63	1.63	48.6	1.06	45.84	chr04	1062799	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr04	3	34299	3.23	100	9000	14000	2502.69	0.03	0	0.01	0	48.6	1.06	45.84	chr04	1062799	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr05	1	11000	0.61	0.61	11000	11000	NA	2.35	2.53	2.39	2.58	43.01	0.94	45.84	chr05	1799688	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr05	3	50688	2.82	100	7500	28000	10356.18	0.24	0.04	0.1	0.06	43.01	0.94	45.84	chr05	1799688	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr06	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	45.03	0.98	45.84	chr06	1465104	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr06	4	45104	3.08	100	4604	17000	5094.25	0.2	0.02	0.08	0.02	45.03	0.98	45.84	chr06	1465104	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr07	5	18000	1.26	98.29	1000	8500	3049.59	2.21	1.72	1.92	1.72	47.24	1.03	45.84	chr07	1432555	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr07	3	82055	5.73	100	2055	62500	31403.68	0.14	0	0.03	0	47.24	1.03	45.84	chr07	1432555	VNBI	Euploid	Small	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr08	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	46.2	1.01	45.84	chr08	1385770	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr08	4	47270	3.41	100	4500	21000	6993.08	0.1	0	0.07	0	46.2	1.01	45.84	chr08	1385770	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr09	1	8500	0.73	0.73	8500	8500	NA	1.64	1.65	1.64	1.65	48.36	1.05	45.84	chr09	1163630	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr09	4	29630	2.55	100	3630	14000	4819.84	0.21	0.15	0.14	0.06	48.36	1.05	45.84	chr09	1163630	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr10	1	5500	0.52	0.52	5500	5500	NA	1.62	1.64	1.63	1.63	48.3	1.05	45.84	chr10	1065964	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr10	2	13464	1.26	100	6500	6964	328.1	0.41	0.06	0.12	0.06	48.3	1.05	45.84	chr10	1065964	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr11	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	41.96	0.92	45.84	chr11	2037688	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr11	4	48188	2.36	100	4188	25500	9548.45	0.24	0.1	0.13	0.13	41.96	0.92	45.84	chr11	2037688	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr12	1	14000	1.79	1.79	14000	14000	NA	1.68	1.69	1.67	1.68	51.09	1.11	45.84	chr12	782508	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr12	5	49008	6.26	100	500	21500	7901.32	0.17	0.02	0.1	0.04	51.09	1.11	45.84	chr12	782508	VNBI	Euploid	Small	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr13	1	1500	0.19	0.19	1500	1500	NA	1.59	1.61	1.61	1.61	51.36	1.12	45.84	chr13	778629	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr13	5	32129	4.13	100	1000	17629	6472.58	0.49	0.02	0.1	0.01	51.36	1.12	45.84	chr13	778629	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	duplication	chr14	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	49.58	1.08	45.84	chr14	938179	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881171	deletion	chr14	4	19679	2.1	100	3179	7000	1687.23	0.07	0	0.02	0.01	49.58	1.08	45.84	chr14	938179	VNBI	Euploid	Absent	Ftc173-1	Environmental	Desjardins		120	120	198	71	1016
SRS881140	duplication	chr01	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	35.53	0.94	37.91	chr01	2281270	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr01	4	41770	1.83	87.38	7500	13770	2641.32	0.03	0	0.01	0.01	35.53	0.94	37.91	chr01	2281270	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr02	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	34.8	0.92	37.91	chr02	1712483	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr02	3	130983	7.65	100	2983	117500	64056.81	0.05	0	0	0	34.8	0.92	37.91	chr02	1712483	VNBI	Euploid	Small	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr03	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	43.02	1.13	37.91	chr03	1067780	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr03	3	24780	2.32	100	3280	15000	6054.98	0.28	0.05	0.14	0.07	43.02	1.13	37.91	chr03	1067780	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr04	1	85500	8.04	8.04	85500	85500	NA	2.04	2.06	2.04	2.06	40.99	1.08	37.91	chr04	1062799	VNBI	Euploid	Small	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr04	3	31299	2.94	100	8299	14000	3108.93	0.02	0	0	0	40.99	1.08	37.91	chr04	1062799	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr05	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	36.76	0.97	37.91	chr05	1799688	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr05	8	142688	7.93	100	2000	59000	17600.5	0.14	0.01	0.06	0.01	36.76	0.97	37.91	chr05	1799688	VNBI	Euploid	Small	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr06	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	37.19	0.98	37.91	chr06	1465104	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr06	4	39604	2.7	100	5604	11500	2874.35	0.13	0.02	0.08	0.07	37.19	0.98	37.91	chr06	1465104	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr07	2	9000	0.63	57.31	4500	4500	0	2.13	2.08	1.84	1.72	39.57	1.04	37.91	chr07	1432555	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr07	3	74055	5.17	100	2555	62500	32906.92	0.07	0	0.02	0	39.57	1.04	37.91	chr07	1432555	VNBI	Euploid	Small	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr08	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38	1	37.91	chr08	1385770	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr08	6	51270	3.7	100	4500	13770	3827.81	0.19	0.01	0.12	0.01	38	1	37.91	chr08	1385770	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr09	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.71	1.05	37.91	chr09	1163630	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr09	5	49630	4.27	100	2000	24000	9995.99	0.12	0.01	0.05	0	39.71	1.05	37.91	chr09	1163630	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr10	1	3500	0.33	0.33	3500	3500	NA	1.38	1.56	1.68	1.66	38.16	1.01	37.91	chr10	1065964	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr10	2	15464	1.45	100	5000	10464	3863.63	0.15	0	0.06	0	38.16	1.01	37.91	chr10	1065964	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr11	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	35.88	0.95	37.91	chr11	2037688	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr11	5	41688	2.05	100	4500	13000	3689.97	0.14	0.02	0.09	0.07	35.88	0.95	37.91	chr11	2037688	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr12	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	43.16	1.14	37.91	chr12	782508	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr12	2	11508	1.47	100	5500	6008	359.21	0.07	0.01	0.04	0.01	43.16	1.14	37.91	chr12	782508	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr13	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.64	1.07	37.91	chr13	778629	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr13	9	65129	8.36	100	500	36000	11353.18	0.28	0.16	0.16	0.18	40.64	1.07	37.91	chr13	778629	VNBI	Euploid	Small	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	duplication	chr14	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.55	1.02	37.91	chr14	938179	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS881140	deletion	chr14	7	29179	3.11	100	500	7500	2139.92	0.16	0.01	0.13	0.06	38.55	1.02	37.91	chr14	938179	VNBI	Euploid	Absent	NRHc5030.ENR.CLIN.ISO	Clinical	Desjardins		120	120	198	49	1016
SRS885842	duplication	chr01	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.85	0.89	44.98	chr01	2281270	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr01	7	50270	2.2	100	2000	11000	2811.36	0.09	0	0.07	0	39.85	0.89	44.98	chr01	2281270	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr02	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	38.96	0.87	44.98	chr02	1712483	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr02	7	150483	8.79	100	1500	117500	42479.66	0.16	0	0.03	0	38.96	0.87	44.98	chr02	1712483	VNBI	Euploid	Small	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr03	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	49.18	1.09	44.98	chr03	1067780	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr03	3	26780	2.51	100	3780	15000	5667.11	0.19	0.04	0.13	0.1	49.18	1.09	44.98	chr03	1067780	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr04	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	50.39	1.12	44.98	chr04	1062799	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr04	3	31799	2.99	100	7799	15500	4258.26	0.02	0	0.01	0	50.39	1.12	44.98	chr04	1062799	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr05	1	9000	0.5	0.5	9000	9000	NA	1.96	2.01	1.98	2	41.52	0.92	44.98	chr05	1799688	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr05	3	52188	2.9	100	9500	27500	9200.89	0.2	0.03	0.08	0.05	41.52	0.92	44.98	chr05	1799688	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr06	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	45.27	1.01	44.98	chr06	1465104	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr06	4	63104	4.31	100	10000	22604	6018.36	0.1	0	0.05	0.01	45.27	1.01	44.98	chr06	1465104	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr07	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	46.74	1.04	44.98	chr07	1432555	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr07	4	78055	5.45	100	2055	44500	18005.34	0.17	0	0.02	0	46.74	1.04	44.98	chr07	1432555	VNBI	Euploid	Small	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr08	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	46.16	1.03	44.98	chr08	1385770	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr08	5	60270	4.35	100	4500	22000	6569.6	0.18	0	0.1	0	46.16	1.03	44.98	chr08	1385770	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr09	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	46.84	1.04	44.98	chr09	1163630	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr09	4	36630	3.15	100	3630	13500	4212.59	0.25	0.09	0.12	0.14	46.84	1.04	44.98	chr09	1163630	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr10	1	7500	0.7	0.7	7500	7500	NA	2.46	2.5	2.27	2.5	48.42	1.08	44.98	chr10	1065964	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr10	2	14464	1.36	100	4000	10464	4570.74	0.15	0	0.01	0	48.42	1.08	44.98	chr10	1065964	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr11	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	40.7	0.9	44.98	chr11	2037688	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr11	5	47688	2.34	100	4188	18000	5655.98	0.23	0.04	0.11	0.12	40.7	0.9	44.98	chr11	2037688	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr12	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	51.04	1.13	44.98	chr12	782508	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr12	3	27008	3.45	100	4008	17500	7396.62	0.35	0.08	0.15	0.09	51.04	1.13	44.98	chr12	782508	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr13	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	49.48	1.1	44.98	chr13	778629	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr13	3	28629	3.68	100	5000	13129	4148.14	1.41	0	0.08	0	49.48	1.1	44.98	chr13	778629	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	duplication	chr14	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	48.35	1.07	44.98	chr14	938179	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS885842	deletion	chr14	5	31179	3.32	100	3179	11000	3129.7	0.09	0	0.07	0.01	48.35	1.07	44.98	chr14	938179	VNBI	Euploid	Absent	Ftc217-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr01	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	110.77	0.96	115.88	chr01	2281270	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr01	7	53500	2.35	99.99	2000	12000	3859.13	0.19	0	0.11	0.01	110.77	0.96	115.88	chr01	2281270	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr02	1	5000	0.29	0.29	5000	5000	NA	3.82	4.09	3.23	3.76	109.29	0.94	115.88	chr02	1712483	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr02	3	121483	7.09	84.82	1500	117500	66690.67	0.03	0	0.01	0	109.29	0.94	115.88	chr02	1712483	VNBI	Euploid	Small	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr03	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	120.41	1.04	115.88	chr03	1067780	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr03	3	19780	1.85	100	1000	15000	7411.89	0.25	0.17	0.19	0.22	120.41	1.04	115.88	chr03	1067780	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr04	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	119.55	1.03	115.88	chr04	1062799	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr04	3	27799	2.62	100	5299	14000	4400.83	0.06	0	0.02	0	119.55	1.03	115.88	chr04	1062799	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr05	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	112.22	0.97	115.88	chr05	1799688	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr05	5	144188	8.01	100	10000	59000	18146.26	0.15	0	0.08	0.01	112.22	0.97	115.88	chr05	1799688	VNBI	Euploid	Small	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr06	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	117.1	1.01	115.88	chr06	1465104	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr06	4	57104	3.9	100	11000	21104	4678.39	0.12	0.03	0.07	0.05	117.1	1.01	115.88	chr06	1465104	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr07	1	5000	0.35	0.35	5000	5000	NA	2.14	1.96	1.85	1.89	116.4	1	115.88	chr07	1432555	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr07	5	83555	5.83	100	3055	45000	17068.21	0.12	0	0.05	0	116.4	1	115.88	chr07	1432555	VNBI	Euploid	Small	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr08	1	5000	0.36	0.36	5000	5000	NA	1.76	1.81	1.72	1.73	117.02	1.01	115.88	chr08	1385770	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr08	4	35770	2.58	100	4000	15270	4709.91	0.04	0	0.04	0	117.02	1.01	115.88	chr08	1385770	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr09	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	118.78	1.03	115.88	chr09	1163630	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr09	3	26630	2.29	100	4630	13500	4446.98	0.28	0.11	0.11	0.06	118.78	1.03	115.88	chr09	1163630	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr10	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	119.3	1.03	115.88	chr10	1065964	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr10	2	13964	1.31	100	4000	9964	4217.18	0.12	0.02	0.06	0.04	119.3	1.03	115.88	chr10	1065964	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr11	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	111.92	0.97	115.88	chr11	2037688	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr11	5	40688	2	100	4188	12000	3452.78	0.16	0.06	0.11	0.06	111.92	0.97	115.88	chr11	2037688	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr12	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	122.57	1.06	115.88	chr12	782508	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr12	3	10008	1.28	100	508	8000	4069.48	0.88	0.01	0.09	0.02	122.57	1.06	115.88	chr12	782508	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr13	1	5000	0.64	0.64	5000	5000	NA	2.1	2.18	1.96	2.12	123.34	1.06	115.88	chr13	778629	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr13	4	52129	6.69	100	1000	38000	16898.94	0.26	0.11	0.14	0.14	123.34	1.06	115.88	chr13	778629	VNBI	Euploid	Small	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	duplication	chr14	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	121.76	1.05	115.88	chr14	938179	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS881217	deletion	chr14	5	46179	4.92	100	3179	19500	7178.2	0.11	0	0.1	0.02	121.76	1.05	115.88	chr14	938179	VNBI	Euploid	Absent	Ftc241-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr01	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	39.31	0.9	43.8	chr01	2281270	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr01	5	35770	1.57	100	2000	14270	5110.88	0.11	0	0.07	0.02	39.31	0.9	43.8	chr01	2281270	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr02	1	7500	0.44	0.44	7500	7500	NA	1.6	1.64	1.64	1.64	36.82	0.84	43.8	chr02	1712483	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr02	6	143483	8.38	100	1500	117500	45933.51	0.07	0	0.03	0	36.82	0.84	43.8	chr02	1712483	VNBI	Euploid	Small	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr03	2	18000	1.69	98.29	6500	11500	3535.53	1.69	1.7	1.67	1.64	46.37	1.06	43.8	chr03	1067780	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr03	4	28780	2.7	100	500	15280	6302.28	0.15	0	0.04	0	46.37	1.06	43.8	chr03	1067780	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr04	3	19500	1.83	97.2	1000	11000	5074.45	1.64	1.66	1.65	1.63	45.92	1.05	43.8	chr04	1062799	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr04	3	33799	3.18	100	9000	14000	2532.55	0.09	0	0.02	0	45.92	1.05	43.8	chr04	1062799	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr05	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	42.32	0.97	43.8	chr05	1799688	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr05	3	52688	2.93	100	10000	27500	8988.42	0.13	0.01	0.06	0.02	42.32	0.97	43.8	chr05	1799688	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	duplication	chr06	1	4000	0.27	0.27	4000	4000	NA	1.79	1.66	1.64	1.64	43.24	0.99	43.8	chr06	1465104	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
SRS885850	deletion	chr06	4	49104	3.35	100	5604	20500	6160.47	0.17	0.04	0.09	0.05	43.24	0.99	43.8	chr06	1465104	VNBI	Euploid	Absent	Muc516-1	Environmental	Desjardins		120	120	198	71	1016
