sample,name,mating_type,country_of_origin_x,isolation_source,broad_project,sra_accession_x,strain_description,in_gwas,phenotyped,source_x,dataset,species_id_from_mash_anlaysis_x,study_x,hiv_status_x,continent_of_origin_x,year_of_origin_x,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_x,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_x,source_y,vni_subdivision,lab_id,species_id_from_mash_anlaysis_y,study_y,hiv_status_y,sra_accession_y,country_of_origin_y,continent_of_origin_y,year_of_origin_y,mean_depth_of_mapping_with_mq_>_30_across_whole_genome_y,proportion_of_genome_covered_by_at_least_5_reads_which_mapped_with_mq_>_30_y,strain,lineage
SRS885167,Ftc321-3,a,Botswana,Mopane tree,G84247,"SRR1931687, SRR1944688, SRR1944810",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc321-3,VNBI
SRS881201,NRHc5027.ENR.CLIN1,α,Botswana,Clinical,G84340,"SRR1925984, SRR1943110, SRR1944800",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5027.ENR.CLIN1,VNBI
SRS885865,Ftc158-2,a,Botswana,Avian droppings ,G84218,"SRR1942949, SRR1944870, SRR1944872",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc158-2,VNBI
SRS885878,Ftc168-1,a,Botswana,Mopane tree,G84221,"SRR1942972, SRR1944809, SRR1944857",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc168-1,VNBI
SRS881223,Ftc267-2,α,Botswana,Mopane tree,G84244,"SRR1926024, SRR1944739, SRR1944743",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc267-2,VNBI
SRS885169,Gbc573-1,α,Botswana,Unknown tree ,G84274,"SRR1931690, SRR1931723, SRR1944715",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Gbc573-1,VNBI
SRS885877,NRHc5023.ENR,α,Botswana,Clinical,G84335,"SRR1943219, SRR1944728, SRR1944871",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5023.ENR,VNBI
SRS885882,Muc449-1,α,Botswana,Mopane tree,G84257,"SRR1942975, SRR1943017, SRR1944839",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc449-1,VNBI
SRS881150,Ftc132-1,α,Botswana,Mopane tree,G84212,"SRR1925892, SRR1926018, SRR1944836",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc132-1,VNBI
SRS885176,NRHc5037.ENR.CLIN1,a,Botswana,Clinical,G84350,"SRR1931706, SRR1944713, SRR1944861",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5037.ENR.CLIN1,VNBI
SRS881239,NRHc5048.ENR.ISO,α,Botswana,Clinical,G84358,"SRR1926048, SRR1942978, SRR1944764",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR1926048,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1926048,Botswana,Africa,,17.6137,0.9598012,NRHc5048.ENR.ISO,VNI
SRS885847,PMHc1047.ENR.CLIN1,α,Botswana,Clinical,G84309,"SRR1942908, SRR1944828, SRR1944862",Chen et. al 2015 Mol. Ecol.,Yes,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1047.ENR.CLIN1,VNBII
SRS881173,Muc463-2,α,Botswana,Mopane tree,G84262,"SRR1925916, SRR1925981, SRR1943009",Chen et. al 2015 Mol. Ecol.,Yes,No,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc463-2,VNBI
SRS885871,Muc367-1,α,Botswana,Mopane tree,G84250,"SRR1942965, SRR1944834, SRR1944838",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc367-1,VNBI
SRS881242,PMHc1014.ENR,a,Botswana,Clinical,G84281,"SRR1926060, SRR1943016, SRR1944784",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1014.ENR,VNBI
SRS885174,NRHc5010.ENR,α,Botswana,Clinical,G84321,"SRR1931699, SRR1944737, SRR1944858",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-outlier,SRR1931699,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1931699,Botswana,Africa,,20.3986,0.962820584,NRHc5010.ENR,VNI
SRS881244,NRHc5015.ENR,α,Botswana,Clinical,G84327,"SRR1926055, SRR1942927, SRR1943060",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR1926055,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1926055,Botswana,Africa,,20.5935,0.963809159,NRHc5015.ENR,VNI
SRS881175,Ftc103-1,α,Botswana,Mopane tree,G84368,"SRR1925979, SRR1926069, SRR1944751",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc103-1,VNBI
SRS881152,PMHc1034.ENR.STOR,α,Botswana,Clinical,G84299,"SRR1925890, SRR1925993, SRR1944759",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR1925890,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1925890,Botswana,Africa,,19.9149,0.961555842,PMHc1034.ENR.STOR,VNI
SRS881171,Ftc173-1,α,Botswana,Mopane tree,G84223,"SRR1925913, SRR1925980, SRR1942885",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc173-1,VNBI
SRS881208,PMHc1018.ENR,α,Botswana,Clinical,G84285,"SRR1926080, SRR1942966, SRR1944714",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-32,SRR1926080,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1926080,Botswana,Africa,,24.841,0.964952364,PMHc1018.ENR,VNI
SRS881180,PMHc1029.ENR.STOR,α,Botswana,Clinical,G84294,"SRR1926072, SRR1943065, SRR1944730",Chen et. al 2015 Mol. Ecol.,Yes,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1029.ENR.STOR,VNBII
SRS881176,PMHc1035.ENR.STOR,α,Botswana,Clinical,G84300,"SRR1926070, SRR1942974, SRR1943059",Chen et. al 2015 Mol. Ecol.,Yes,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1035.ENR.STOR,VNBII
SRS885851,NRHc5009.ENR,not assigned,Botswana,Clinical,G84319,"SRR1942916, SRR1944754, SRR1944763",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5009.ENR,VNBI
SRS885852,NRHc5024A.ENR.CLIN.ISO,α,Botswana,Clinical,G84337,"SRR1942917, SRR1944711, SRR1944848",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5024A.ENR.CLIN.ISO,VNBI
SRS881169,PMHc1043.ENR.STOR,α,Botswana,Clinical,G84306,"SRR1925912, SRR1925992, SRR1942982",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR1925912,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1925912,Botswana,Africa,,22.9719,0.963595479,PMHc1043.ENR.STOR,VNI
SRS885177,NRHc5019.ENR,α,Botswana,Clinical,G84331,"SRR1931717, SRR1944686, SRR1944741",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5019.ENR,VNBI
SRS885186,NRHc5020.ENR,a,Botswana,Clinical,G84332,"SRR1931718, SRR1944698, SRR1944734",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5020.ENR,VNBI
SRS885887,Muc525-1,α,Botswana,Soil ,G84271,"SRR1942997, SRR1942998, SRR1947213",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc525-1,VNBI
SRS881247,Ftc257-1,α,Botswana,Mopane tree,G84241,"SRR1926052, SRR1942936, SRR1944847, SRR1944868",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc257-1,VNBI
SRS885888,NRHc5040.ENR.CLIN.ISO,α,Botswana,Clinical,G84353,"SRR1943004, SRR1943012, SRR1943019",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,NRHc5040.ENR.CLIN.ISO,VNBI
SRS881165,Muc466-1,α,Botswana,Mopane tree,G84263,"SRR1925910, SRR1925936, SRR1944746",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc466-1,VNBI
SRS881181,Muc458-2,α,Botswana,Mopane tree,G84260,"SRR1925924, SRR1926053, SRR1943057",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc458-2,VNBI
SRS885850,Muc516-1,α,Botswana,Mopane tree,G84270,"SRR1942915, SRR1944821, SRR1944859",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc516-1,VNBI
SRS881203,Muc466-3,α,Botswana,Mopane tree,G84264,"SRR1925982, SRR1943108, SRR1944765",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc466-3,VNBI
SRS885172,NRHc5028.ENR.STOR,α,Botswana,Clinical,G84341,"SRR1931698, SRR1944721, SRR1944863",Chen et. al 2015 Mol. Ecol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-outlier,SRR1931698,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR1931698,Botswana,Africa,,20.0756,0.959909785,NRHc5028.ENR.STOR,VNI
SRS881164,PMHc1038.ENR.CLIN1,α,Botswana,Clinical,G84302,"SRR1925907, SRR1944744, SRR1944747",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1038.ENR.CLIN1,VNBI
SRS881155,Ftc267-1,α,Botswana,Mopane tree,G84243,"SRR1925895, SRR1925989, SRR1944799",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc267-1,VNBI
SRS885842,Ftc217-1,α,Botswana,Mopane tree,G84233,"SRR1942905, SRR1944752, SRR1944801",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc217-1,VNBI
SRS885833,Muc387-1,α,Botswana,Mopane tree,G84251,"SRR1942887, SRR1944832, SRR1944835",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Muc387-1,VNBII
SRS881197,Gbc44-1,α,Botswana,Acacia tree,G84363,"SRR1925938, SRR1942924, SRR1944789",Chen et. al 2015 Mol. Ecol.,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIc,SRR1925938,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR1925938,Botswana,Africa,,19.7092,0.964376982,Gbc44-1,VNI
SRS881179,PMHc1030.ENR.CLIN.ISO,α,Botswana,Clinical,G84295,"SRR1925922, SRR1944738, SRR1944769",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1030.ENR.CLIN.ISO,VNBI
SRS881158,PMHc1011.ENR,a,Botswana,Clinical,G84278,"SRR1942986, SRR1925901, SRR1943109, SRR1944819",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,PMHc1011.ENR,VNBI
SRS885858,Ftc214-1,α,Botswana,Mopane tree,G84232,"SRR1942937, SRR1944820, SRR1944860",Chen et. al 2015 Mol. Ecol.,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ftc214-1,VNBI
SRS409479,Cryptococcus_neoformans_125.91,a,Tanzania,Clinical ,G18554,"SRX189626, SRX189365, SRX189597","Litvintseva et al 2011 PLoS One, Litvintseva et al 2007 PLoS Pathogens",No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-outlier,SRR642853,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642853,Tanzania,Africa,,72.6734,0.960670036,125.91,VNI
SRS409112,Cryptococcus_neoformans_Bt63,a,Botswana ,CSF /HIV+ ,G18576,"SRX189619, SRX189366, SRX189593","Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt63,VNBI
SRS409066,Cryptococcus_neoformans_Bt85,a,Botswana ,CSF /HIV+ ,G18579,"SRX189630, SRX189367, SRX189594",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt85,VNBI
SRS409058,Cryptococcus neoformans var. grubii AD2-60a,α,France ,Clinical ,G18556,"SRX189592, SRX189368, SRX189604",Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR642849,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642849,France,Europe,,68.4713,0.972267927,AD2-60a,VNI
SRS409061,Cryptococcus neoformans var. grubii Ze90-1,α,S. Africa,Eucalyptus tree,G18574,"SRX189605, SRX189369, SRX189608",Litvintseva et al 2011 PLoS One,Yes,No,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Ze90-1,VNBII
SRS409060,Cryptococcus neoformans var. grubii A2-102-5,α,USA,pigeon guano,G18557,"SRX189598, SRX189607, SRX189370","Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-outlier,SRR642223,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR642223,USA,North America,2003.0,67.6971,0.961775866,A2-102-5,VNI
SRS409059,Cryptococcus_neoformans_C8,α,USA,CSF/HIV+,G18559,"SRX189616, SRX189599, SRX189371","Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR642860,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642860,USA,North America,2001.0,70.4313,0.965897643,C8,VNI
SRS409482,Cryptococcus_neoformans_C23,α,USA,bronch. wash/HIV- ,G18558,"SRX189595, SRX189372, SRX189600","Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR642845,Cryptococcus neoformans var. grubii H99,Desjardins,negative,SRR642845,USA,North America,2001.0,64.8967,0.977925221,C23,VNI
SRS409074,Cryptococcus_neoformans_Th84,α,Thailand,blood/HIV+,G18560,"SRX189610, SRX189614, SRX189373",Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-4,SRR642861,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642861,Thailand,Asia,1997.0,80.9177,0.963481925,Th84,VNI
SRS409075,Cryptococcus_neoformans_Bt206,a,Botswana ,CSF /HIV+ ,G18561,"SRX189601, SRX189620, SRX189374","Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt206,VNBII
SRS409065,Cryptococcus_neoformans_Bt1,α,Botswana ,CSF /HIV+ ,G18555,"SRX189615, SRX189609, SRX189375","Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt1,VNBII
SRS409062,Cryptococcus_neoformans_Bt15,α,Botswana ,CSF /HIV+ ,G18564,"SRX189606, SRX189613, SRX189376","Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR642852,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642852,Botswana,Africa,2000.0,81.3974,0.966237671,Bt15,VNI
SRS409076,Cryptococcus neoformans var. grubii Tu259-1,α,Botswana ,Mopane tree,G18575,"SRX189602, SRX189377, SRX189628",Litvintseva et al 2011 PLoS One,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-outlier,SRR642856,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR642856,Botswana,Africa,2007.0,88.9844,0.966577223,Tu259-1,VNI
SRS409781,Cryptococcus neoformans var. grubii D17-1,α,S. Africa,pigeon guano,G18577,SRX189596,Litvintseva et al 2011 PLoS One,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-outlier,SRR642847,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR642847,S. Africa,Africa,2007.0,129.376,0.961931236,D17-1,VNI
SRS409175,Cryptococcus_neoformans_CHC193,α,China,Clinical,G18573,SRX189603,Chen et al 2008 Emerg Infect Dis,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR642854,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642854,China,Asia,1998.0,88.1965,0.966187132,CHC193,VNI
SRS409176,Cryptococcus_neoformans_C45,α,USA,sputum/HIV-,G18565,SRX189611,"Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,C45,VNII
SRS409478,Cryptococcus neoformans var. grubii AD1-7a,α,France ,Clinical,G18578,SRX189617,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR642855,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642855,France,Europe,,66.9206,0.971982932,AD1-7a,VNI
SRS403287,Cryptococcus_neoformans_Gb118,α,Botswana ,pigeon guano,G18569,"SRX189618, SRX189624",Chen et. al 2015 Mol. Ecol.,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-X,SRR642858,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR642858,Botswana,Africa,,74.8522,0.963379948,Gb118,VNI
SRS409113,Cryptococcus_neoformans_Br795,α,Brazil,Clinical,G18566,SRX189621,Litvintseva et al 2006 Genetics,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-93,SRR642863,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642863,Brazil,South America,1998.0,87.7367,0.96585329,Br795,VNI
SRS409063,Cryptococcus neoformans var. grubii AD1-83a,α,France ,Clinical,G18570,SRX189622,Dromer et al 2007 PLoS Med,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR642859,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642859,France,Europe,,72.7892,0.966077331,AD1-83a,VNI
SRS409483,Cryptococcus neoformans var. grubii Tu401-1,α,Botswana ,Mopane tree,G18562,"SRX189632, SRX189623",Litvintseva et al 2011 PLoS One,Yes,Yes,Environment,Desjardins,,,,,,,,,,,,,,,,,,,,Tu401-1,VNBI
SRS523961,Cryptococcus neoformans var. grubii Bt120,α,Botswana ,CSF /HIV+ ,G18571,"SRX189625, SRX256457",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR642846,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642846,Botswana,Africa,,88.6896,0.964260785,Bt120,VNI
SRS409064,Cryptococcus neoformans var. grubii MW-RSA1955,α,S. Africa,Clinical,G18563,SRX189627,Van Wyk et al  2014 J. Clin. Microbiol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-5,SRR642220,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642220,S. Africa,Africa,,73.0326,0.965818927,MW-RSA1955,VNI
SRS409177,Cryptococcus neoformans var. grubii MW-RSA36,α,S. Africa ,Clinical,G18568,SRX189629,Van Wyk et al  2014 J. Clin. Microbiol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-X,SRR642862,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR642862,S. Africa,Africa,,70.3867,0.961166227,MW-RSA36,VNI
SRS409067,Cryptococcus neoformans var. grubii MW-RSA852,α,S. Africa,Clinical,G18572,"SRX189631, SRX256488, SRX219293",Van Wyk et al  2014 J. Clin. Microbiol.,No,No,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,MW-RSA852,VNII
SRS404442,Cryptococcus_neoformans var. grubii_Bt211,α,Botswana ,CSF /HIV+ ,G26057,"SRX256553, SRX255574",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR799061,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR799061,Botswana,Africa,,47.3805,0.963709244,Bt211,VNI
SRS404443,Cryptococcus neoformans var. grubii A5-35-17,α,USA,pigeon guano,G26307,"SRX256064, SRX255575, SRX255941","Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-5,SRR798290,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR798290,USA,North America,2002.0,49.1788,0.965367143,A5-35-17,VNI
SRS404444,Cryptococcus_neoformans var. grubii_Bt106,α,Botswana ,CSF /HIV+ ,G26143,SRX255576,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR797707,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797707,Botswana,Africa,,47.4972,0.965945169,Bt106,VNI
SRS404447,Cryptococcus_neoformans_Bt99,α,Botswana ,CSF /HIV+ ,G26301,"SRX255577, SRX256513, SRX256448",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-4,SRR797736,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797736,Botswana,Africa,,49.2252,0.96333089,Bt99,VNI
SRS404448,Cryptococcus_neoformans var. grubii_Bt76,α,Botswana ,CSF /HIV+ ,G25984,"SRX255602, SRX255580, SRX256359","Litvintseva et al 2003 Euk. Cell, Litvintseva et al 2006 Genetics",Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt76,VNBII
SRS404449,Cryptococcus_neoformans var. grubii_Bt213,α,Botswana ,CSF /HIV+ ,G26022,"SRX256381, SRX255581",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798638,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798638,Botswana,Africa,,38.8434,0.965735401,Bt213,VNI
SRS404451,Cryptococcus_neoformans var. grubii_Bt42,α,Botswana ,CSF /HIV+ ,G26030,"SRX256436, SRX255583",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR798735,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798735,Botswana,Africa,,46.9792,0.964339448,Bt42,VNI
SRS404452,Cryptococcus_neoformans var. grubii_MW-RSA2628,α,S. Africa,Clinical,G25977,"SRX256351, SRX255586, SRX255954",Van Wyk et al  2014 J. Clin. Microbiol.,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIb,SRR798582,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR798582,S. Africa,Africa,,48.0399,0.967389123,MW-RSA2628,VNI
SRS404454,Cryptococcus_neoformans var. grubii_Bt37,α,Botswana ,CSF /HIV+ ,G26023,"SRX255629, SRX255588",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR797763,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797763,Botswana,Africa,,43.4342,0.965499411,Bt37,VNI
SRS404456,Cryptococcus_neoformans var. grubii_IUM 96-28-28,a,Italy,soil,G25985,"SRX255590, SRX256406",Viviani et al 2001 Med. Mycol.,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIb,SRR797737,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR797737,Italy,Europe,,42.0818,0.967939765,IUM-96-28-28,VNI
SRS404457,Cryptococcus_neoformans var. grubii_Bt212,α,Botswana ,CSF /HIV+ ,G26016,"SRX255593, SRX255978",Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIa-X,SRR797723,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797723,Botswana,Africa,,48.8233,0.963117949,Bt212,VNI
SRS404458,Cryptococcus_neoformans var. grubii_Bt89,α,Botswana ,CSF /HIV+ ,G25966,"SRX255594, SRX255662",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt89,VNBII
SRS404460,Cryptococcus_neoformans_Bt43,α,Botswana ,CSF /HIV+ ,G26127,SRX255596,Litvintseva et al 2003 Euk. Cell,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR797740,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797740,Botswana,Africa,,46.0191,0.966230957,Bt43,VNI
SRS404461,Cryptococcus_neoformans var. grubii_Bt54,α,Botswana ,CSF /HIV+ ,G25994,"SRX255597, SRX256004",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt54,VNBII
SRS404462,Cryptococcus neoformans var. grubii A1-35-8,α,USA,pigeon guano,G26303,"SRX256414, SRX255598, SRX256045","Litvintseva et al 2009 Infect Immun, Litvintseva et al 2006 Genetics",No,No,Environment,Desjardins,,,,,,,,Environmental,VNIb,SRR798691,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR798691,USA,North America,2002.0,54.2793,0.977744475,A1-35-8,VNI
SRS404463,Cryptococcus_neoformans var. grubii_Bt55,α,Botswana ,CSF /HIV+ ,G25970,"SRX255599, SRX256482, SRX255636",Litvintseva et al 2003 Euk. Cell,Yes,Yes,Clinical,Desjardins,,,,,,,,,,,,,,,,,,,,Bt55,VNBII
SRS404475,Cryptococcus_neoformans var. grubii_LP-RSA3042,α,S. Africa,Clinical,G25972,"SRX255601, SRX272112, SRX255614",Litvintseva et al 2011 PLoS One,No,No,Clinical,Desjardins,,,,,,,,Clinical,VNIc,SRR797746,Cryptococcus neoformans var. grubii H99,Desjardins,positive,SRR797746,S. Africa,Africa,2006.0,47.9042,0.9639,LP-RSA3042,VNI
SRS404466,Cryptococcus_neoformans var. grubii_Jo278-1,α,S. Africa,soil,G26055,"SRX255605, SRX255626",Litvintseva et al 2011 PLoS One,No,No,Environment,Desjardins,,,,,,,,Environmental,VNIa-5,SRR797733,Cryptococcus neoformans var. grubii H99,Desjardins,,SRR797733,S. Africa,Africa,2007.0,40.1879,0.96517223,Jo278-1,VNI
