sample,lineage,strain,name,Species ID from mash anlaysis,VNI_subdivision,source,Study,HIV status,SRA_Accession,Country_of_origin,Continent of Origin,Year of Origin,Mean depth of mapping with MQ > 30 across whole genome,Proportion of genome covered by at least 5 reads which mapped with MQ > 30
ERS2541129,VNI,BMD1465,BMD1465,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624494,Vietnam,Asia,2008.0,38.34769519,0.990911426
ERS2541208,VNI,BMD1534,BMD1534,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624177,Vietnam,Asia,,69.19710709,0.992642921
ERS2541252,VNI,BMD1592,BMD1592,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624472,Vietnam,Asia,2008.0,39.21282314,0.990615362
ERS1142898,VNI,BMD1646,20427_4#20,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR1671748,Vietnam,Asia,2008.0,61.60134761,0.960497961
ERS2541306,VNI,BMD1673,BMD1673,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624391,Vietnam,Asia,2008.0,41.48484683,0.989413585
ERS2541096,VNI,BMD1713,BMD1713,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624256,Vietnam,Asia,2008.0,35.16611894,0.989580489
ERS2541101,VNI,BMD1716,BMD1716,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624394,Vietnam,Asia,2008.0,38.02434812,0.989794345
ERS2541112,VNI,BMD1828,BMD1828,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624152,Vietnam,Asia,2009.0,29.82554876,0.989575672
ERS2541152,VNI,BMD1879,BMD1879,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624158,Vietnam,Asia,2009.0,42.35806479,0.985483077
ERS2541228,VNI,BMD1903,BMD1903,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624340,Vietnam,Asia,2009.0,38.63022367,0.990105601
ERS2541195,VNI,BMD1929,BMD1929,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624316,Vietnam,Asia,2009.0,47.0988062,0.985480536
ERS2541082,VNI,BMD1964,BMD1964,Cryptococcus gattii WM276,,Clinical,Ashton,negative,ERR2624244,Vietnam,Asia,2009.0,35.46455473,0.601434489
ERS2541279,VNI,BMD2031,BMD2031,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624133,Vietnam,Asia,2009.0,55.35108651,0.990605146
ERS2541122,VNI,BMD2106,BMD2106,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624102,Vietnam,Asia,,39.33062158,0.990750399
ERS2541247,VNI,BMD2209,BMD2209,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624406,Vietnam,Asia,2010.0,47.59531275,0.982824007
ERS2541192,VNI,BMD2216,BMD2216,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,negative,ERR2624246,Vietnam,Asia,2010.0,41.31997947,0.989344241
ERS2541145,VNI,BMD2233,BMD2233,Cryptococcus gattii WM276,,Clinical,Ashton,negative,ERR2624259,Vietnam,Asia,2010.0,27.24636369,0.600598861
ERS2541161,VNI,BMD2298,BMD2298,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624090,Vietnam,Asia,2010.0,66.89811903,0.992496239
ERS2541230,VNI,BMD2407,BMD2407,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624356,Vietnam,Asia,2010.0,44.91131963,0.990336979
ERS2541327,VNI,BMD2495,BMD2495,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624343,Vietnam,Asia,2011.0,66.81866688,0.991659341
ERS2541162,VNI,BMD2617,BMD2617,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624480,Vietnam,Asia,2011.0,49.77888691,0.991566282
ERS2541159,VNI,BMD2620,BMD2620,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR2624314,Vietnam,Asia,2011.0,71.75075237,0.991059432
ERS2541330,VNI,BMD2655,BMD2655,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624227,Vietnam,Asia,2011.0,56.4612308,0.989529195
ERS2541090,VNI,BMD2733,BMD2733,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624130,Vietnam,Asia,2011.0,34.26320508,0.986616091
ERS2541328,VNI,BMD2765,BMD2765,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624404,Vietnam,Asia,2011.0,59.81897993,0.99095607
ERS2541134,VNI,BMD2773,BMD2773,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624450,Vietnam,Asia,2011.0,55.3957695,0.987546154
ERS2541198,VNI,BMD2801,BMD2801,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,negative,ERR2624299,Vietnam,Asia,2011.0,64.01562395,0.991381487
ERS2541218,VNI,BMD2806,BMD2806,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624211,Vietnam,Asia,2012.0,56.03736085,0.988090853
ERS2541128,VNI,BMD2809,BMD2809,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624351,Vietnam,Asia,2012.0,64.49714367,0.992726346
ERS2541287,VNI,BMD2834,BMD2834,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624235,Vietnam,Asia,2012.0,45.46944002,0.986509799
ERS2541114,VNI,BMD2973,BMD2973,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624503,Vietnam,Asia,2012.0,73.42815083,0.988329694
ERS2541315,VNI,BMD3002,BMD3002,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624278,Vietnam,Asia,2012.0,48.53368488,0.986517156
ERS2541273,VNI,BMD3079,BMD3079,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624194,Vietnam,Asia,2013.0,52.4264727,0.991702853
ERS2541264,VNI,BMD3117,BMD3117,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624428,Vietnam,Asia,2013.0,31.70010491,0.989659256
ERS2541207,VNI,BMD3118,BMD3118,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624483,Vietnam,Asia,2013.0,39.92192928,0.989617119
ERS2541284,VNI,BMD3135,BMD3135,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624112,Vietnam,Asia,2013.0,49.90616056,0.991825291
ERS2541126,VNI,BMD3144,BMD3144,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624423,Vietnam,Asia,2013.0,54.87178396,0.991966151
ERS2541086,VNI,BMD3244,BMD3244,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624377,Vietnam,Asia,2014.0,43.70809864,0.991040375
ERS2541220,VNI,BMD368,BMD368,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624495,Vietnam,Asia,2000.0,43.97562372,0.990329991
ERS2541153,VNI,BMD394,BMD394,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624402,Vietnam,Asia,2000.0,61.34555293,0.986669397
ERS2541183,VNI,BMD494,BMD494,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624345,Vietnam,Asia,,37.58477186,0.989762955
ERS2541202,VNI,BMD534,BMD534,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624417,Vietnam,Asia,2001.0,40.58495009,0.99076972
ERS1142899,VNI,BMD673,20949_2#58,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR1756590,Vietnam,Asia,2002.0,39.80276598,0.990353971
ERS542590,VNI,BMD700,14893_3#56,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR775395,Vietnam,Asia,2002.0,34.99326169,0.958269384
ERS2541087,VNI,BMD732,BMD732,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624114,Vietnam,Asia,2003.0,65.74419884,0.992200546
ERS2541149,VNI,BMD745,BMD745,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624301,Vietnam,Asia,2003.0,66.76460857,0.986272016
ERS2541274,VNI,BMD761,BMD761,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624203,Vietnam,Asia,2003.0,54.31413459,0.991249893
ERS2541188,VNI,BMD852,BMD852,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624161,Vietnam,Asia,2004.0,60.8564007,0.99206535
ERS1142893,VNI,BMD854,20949_2#53,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR1756586,Vietnam,Asia,2005.0,51.76217055,0.991059061
ERS2541097,VNI,BMD865,BMD865,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624454,Vietnam,Asia,2005.0,60.8685578,0.991739961
ERS2541081,VNI,BMD867,BMD867,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624339,Vietnam,Asia,2005.0,70.41926558,0.99232256
ERS2541169,VNI,BMD894,BMD894,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624170,Vietnam,Asia,,41.02894497,0.990193473
ERS2541210,VNI,BMD899,BMD899,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624279,Vietnam,Asia,2006.0,38.43972226,0.988880374
ERS1142894,VNI,BMD903,20949_2#54,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR1756587,Vietnam,Asia,2006.0,44.59399372,0.990766809
ERS2541246,VNI,BMD910,BMD910,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624481,Vietnam,Asia,,48.63669208,0.989810384
ERS2541156,VNI,BMD915,BMD915,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,negative,ERR2624113,Vietnam,Asia,,47.19983629,0.990832871
ERS2541105,VNI,BMD942,BMD942,Cryptococcus neoformans var. grubii H99,VNIa-32,Clinical,Ashton,negative,ERR2624207,Vietnam,Asia,,58.92758853,0.991400437
ERS1142895,VNI,BMD973,20949_2#55,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR1756588,Vietnam,Asia,2006.0,44.03934188,0.985531883
ERS2541405,VNI,CNS_1017,CNS_1017,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624163,Laos,Asia,2011.0,38.68089374,0.985747009
ERS2541404,VNI,CNS_1026,CNS_1026,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624282,Laos,Asia,2011.0,38.90376426,0.985263768
ERS2541403,VNI,CNS_1047,CNS_1047,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624220,Laos,Asia,2011.0,42.31634704,0.98656231
ERS2541402,VNI,CNS_1085,CNS_1085,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624098,Laos,Asia,2011.0,41.87594034,0.986063929
ERS2541401,VNI,CNS_1087,CNS_1087,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624223,Laos,Asia,2015.0,53.65748119,0.986383232
ERS2541400,VNI,CNS_1089,CNS_1089,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624368,Laos,Asia,2015.0,35.14900075,0.984755595
ERS2541399,VNI,CNS_1110,CNS_1110,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624228,Laos,Asia,2011.0,66.49625527,0.986710739
ERS2541398,VNI,CNS_1125,CNS_1125,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624254,Laos,Asia,2012.0,42.43847919,0.98566676
ERS2541397,VNI,CNS_1129,CNS_1129,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624341,Laos,Asia,2012.0,44.73835289,0.986351365
ERS2541396,VNI,CNS_1156,CNS_1156,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624243,Laos,Asia,2012.0,53.6876193,0.985821435
ERS2541395,VNI,CNS_1179,CNS_1179,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624200,Laos,Asia,2012.0,64.44233977,0.987767739
ERS2541394,VNI,CNS_1181,CNS_1181,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624111,Laos,Asia,2011.0,42.86762318,0.985602497
ERS2541393,VNI,CNS_121,CNS_121,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624433,Laos,Asia,2003.0,67.48356231,0.992250569
ERS2541392,VNI,CNS_1302,CNS_1302,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624318,Laos,Asia,2013.0,49.66870822,0.984564553
ERS2541340,VNI,CNS_133-2,CNS_133-2,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624136,Laos,Asia,,51.34476604,0.983731541
ERS2541391,VNI,CNS_1379,CNS_1379,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624487,Laos,Asia,2013.0,49.70209155,0.986056413
ERS2541390,VNI,CNS_1385,CNS_1385,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624379,Laos,Asia,2013.0,39.1143446,0.985463226
ERS2541389,VNI,CNS_1394,CNS_1394,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624381,Laos,Asia,2013.0,41.06615199,0.985726365
ERS2541341,VNI,CNS_1396-2,CNS_1396-2,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624229,Laos,Asia,,42.51879746,0.991411289
ERS2541388,VNI,CNS_1403,CNS_1403,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624107,Laos,Asia,2014.0,40.66086806,0.984613095
ERS2541387,VNI,CNS_1413,CNS_1413,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624405,Laos,Asia,2014.0,49.8520771,0.985046101
ERS2541386,VNI,CNS_1419,CNS_1419,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624396,Laos,Asia,2014.0,48.13337241,0.986105801
ERS2541385,VNI,CNS_1420,CNS_1420,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624123,Laos,Asia,2014.0,47.88194494,0.986760868
ERS2541384,VNI,CNS_1453,CNS_1453,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624386,Laos,Asia,2014.0,63.5657431,0.98663663
ERS2541382,VNI,CNS_1474,CNS_1474,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624190,Laos,Asia,2014.0,56.96424048,0.987164548
ERS2541381,VNI,CNS_1569,CNS_1569,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,negative,ERR2624167,Laos,Asia,2015.0,50.70679681,0.991430028
ERS2541380,VNI,CNS_1589,CNS_1589,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624213,Laos,Asia,2015.0,48.58839571,0.986354964
ERS2541379,VNI,CNS_198,CNS_198,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624347,Laos,Asia,2004.0,45.07296453,0.985801214
ERS2541378,VNI,CNS_199,CNS_199,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624335,Laos,Asia,2004.0,53.35802906,0.987065666
ERS2541377,VNI,CNS_245,CNS_245,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624457,Laos,Asia,2005.0,48.95132541,0.986852021
ERS2541376,VNI,CNS_289,CNS_289,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624407,Laos,Asia,2005.0,65.82816056,0.988187882
ERS2541375,VNI,CNS_430,CNS_430,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624473,Laos,Asia,2006.0,46.15044333,0.986706239
ERS2541374,VNI,CNS_445,CNS_445,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624328,Laos,Asia,2006.0,71.33296685,0.986265293
ERS2541373,VNI,CNS_447,CNS_447,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624261,Laos,Asia,2006.0,55.98554141,0.987216318
ERS2541372,VNI,CNS_456,CNS_456,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624289,Laos,Asia,2007.0,37.54515281,0.985401345
ERS2541371,VNI,CNS_487,CNS_487,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,negative,ERR2624296,Laos,Asia,2007.0,56.76234693,0.988756295
ERS2541370,VNI,CNS_517,CNS_517,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624304,Laos,Asia,2007.0,56.29064374,0.990858386
ERS2541369,VNI,CNS_569,CNS_569,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624373,Laos,Asia,2007.0,158.9958487,0.987314618
ERS2541368,VNI,CNS_595,CNS_595,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624390,Laos,Asia,2008.0,45.96967709,0.986474068
ERS2541367,VNI,CNS_625,CNS_625,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624302,Laos,Asia,2008.0,58.69066649,0.98775477
ERS2541366,VNI,CNS_626,CNS_626,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624342,Laos,Asia,2008.0,70.53356853,0.986043549
ERS2541365,VNI,CNS_681,CNS_681,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624295,Laos,Asia,2008.0,57.10102385,0.986659021
ERS2541364,VNI,CNS_806,CNS_806,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624182,Laos,Asia,2009.0,59.40579237,0.988393375
ERS2541363,VNI,CNS_811,CNS_811,Cryptococcus neoformans var. grubii H99,VNIa-93,Clinical,Ashton,positive,ERR2624287,Laos,Asia,2009.0,43.08680219,0.988663553
ERS2541362,VNI,CNS_814,CNS_814,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624455,Laos,Asia,2009.0,35.80021172,0.984816364
ERS2541361,VNI,CNS_863,CNS_863,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624372,Laos,Asia,2010.0,43.43424812,0.984533004
ERS2541360,VNI,CNS_897,CNS_897,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624471,Laos,Asia,2010.0,64.28021253,0.986952386
ERS2541359,VNI,CNS_929,CNS_929,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624336,Laos,Asia,2010.0,41.7532511,0.986096484
ERS2541358,VNI,CNS_936,CNS_936,Cryptococcus neoformans var. grubii H99,VNIa-5,Clinical,Ashton,positive,ERR2624204,Laos,Asia,2010.0,55.78281933,0.990686454
ERS2541357,VNI,CNS_955,CNS_955,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624311,Laos,Asia,2010.0,39.48876447,0.983972161
ERS2541356,VNI,CNS_978,CNS_978,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624452,Laos,Asia,2010.0,60.53103528,0.986736624
ERS2541355,VNI,CNS_999,CNS_999,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624137,Laos,Asia,2011.0,63.20625103,0.98801018
ERS2541354,VNI,CNS_FS_1931,CNS_FS_1931,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624498,Laos,Asia,2010.0,43.78972583,0.984334076
ERS2541353,VNI,CNS_FS_4256,CNS_FS_4256,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624364,Laos,Asia,2014.0,50.86517501,0.987071595
ERS2541352,VNI,CNS_ST_1930,CNS_ST_1930,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624257,Laos,Asia,2010.0,52.94329003,0.986121469
ERS2541351,VNI,HC_ST_2296,HC_ST_2296,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624310,Laos,Asia,2011.0,45.30584103,0.985868441
ERS2541350,VNI,HC_ST_352,HC_ST_352,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624409,Laos,Asia,2006.0,52.70071932,0.986142326
ERS1142900,VNI,LD1,20949_2#59,Cryptococcus neoformans var. grubii H99,VNIa-4,Environmental,Ashton,,ERR1756591,Vietnam,Asia,,39.19945691,0.985450945
ERS542598,VNI,LD2,15277_3#47,Cryptococcus neoformans var. grubii H99,VNIa-5,Environmental,Ashton,,ERR852965,Vietnam,Asia,,60.77538077,0.959721691
ERS542599,VNI,NT7533,14893_3#64,Cryptococcus neoformans var. grubii H99,VNIa-5,Environmental,Ashton,,ERR775398,Vietnam,Asia,,36.4591797,0.958514942
ERS2541349,VNI,UI_11199,UI_11199,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624224,Laos,Asia,2007.0,56.67518213,0.987336851
ERS2541348,VNI,UI_12808,UI_12808,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624395,Laos,Asia,2008.0,48.18435072,0.985394729
ERS2541347,VNI,UI_14167,UI_14167,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624362,Laos,Asia,2009.0,54.20043424,0.987249561
ERS2541346,VNI,UI_14344,UI_14344,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624260,Laos,Asia,2009.0,71.61807129,0.987933001
ERS2541345,VNI,UI_16721,UI_16721,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624370,Laos,Asia,2010.0,40.66572519,0.985544957
ERS2541344,VNI,UI_16771,UI_16771,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,negative,ERR2624157,Laos,Asia,2010.0,53.37732831,0.985341741
ERS2541343,VNI,UI_21616,UI_21616,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624274,Laos,Asia,2012.0,49.31805588,0.985419184
ERS2541342,VNI,UI_31647-2,UI_31647-2,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624321,Laos,Asia,,44.75736546,0.986384767
ERS2541318,VNI,UI29674,UI29674,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624436,Laos,Asia,,54.5331785,0.985632035
ERS2541323,VNI,UI32312,UI32312,Cryptococcus neoformans var. grubii H99,VNIa-4,Clinical,Ashton,positive,ERR2624374,Laos,Asia,,46.61342595,0.985919365
